nflverse_game_id,season,week,game_type,gameday,home_team,away_team,home_score,away_score,spread_line,total_line
2011_10_MIN_GB,2011,10,REG,2011-11-14,GB,MIN,45,7,12.5,49
2011_11_NYJ_DEN,2011,11,REG,2011-11-17,DEN,NYJ,17,13,-6.5,38.5
2011_11_CIN_BAL,2011,11,REG,2011-11-20,BAL,CIN,31,24,7,39.5
2011_11_JAX_CLE,2011,11,REG,2011-11-20,CLE,JAX,14,10,1,34.5
2011_11_CAR_DET,2011,11,REG,2011-11-20,DET,CAR,49,35,7,47.5
2011_11_TB_GB,2011,11,REG,2011-11-20,GB,TB,35,26,13.5,48.5
2011_11_BUF_MIA,2011,11,REG,2011-11-20,MIA,BUF,35,8,3,44
2011_11_OAK_MIN,2011,11,REG,2011-11-20,MIN,OAK,21,27,1,46
2011_11_DAL_WAS,2011,11,REG,2011-11-20,WAS,DAL,24,27,-7,43
2011_11_ARI_SF,2011,11,REG,2011-11-20,SF,ARI,23,7,10,40.5
2011_11_SEA_STL,2011,11,REG,2011-11-20,STL,SEA,7,24,3,40.5
2011_11_TEN_ATL,2011,11,REG,2011-11-20,ATL,TEN,23,17,6,44
2011_11_SD_CHI,2011,11,REG,2011-11-20,CHI,SD,31,20,4.5,45
2011_11_PHI_NYG,2011,11,REG,2011-11-20,NYG,PHI,10,17,6,45
2011_11_KC_NE,2011,11,REG,2011-11-21,NE,KC,34,3,17,46.5
2011_12_GB_DET,2011,12,REG,2011-11-24,DET,GB,15,27,-4,55
2011_12_MIA_DAL,2011,12,REG,2011-11-24,DAL,MIA,20,19,7,45.5
2011_12_SF_BAL,2011,12,REG,2011-11-24,BAL,SF,16,6,3,38.5
2011_12_MIN_ATL,2011,12,REG,2011-11-27,ATL,MIN,24,14,10,44
2011_12_CLE_CIN,2011,12,REG,2011-11-27,CIN,CLE,23,20,6.5,38.5
2011_12_CAR_IND,2011,12,REG,2011-11-27,IND,CAR,19,27,-3.5,46.5
2011_12_HOU_JAX,2011,12,REG,2011-11-27,JAX,HOU,13,20,-6,37
2011_12_BUF_NYJ,2011,12,REG,2011-11-27,NYJ,BUF,28,24,9.5,42.5
2011_12_ARI_STL,2011,12,REG,2011-11-27,STL,ARI,20,23,1,40
2011_12_TB_TEN,2011,12,REG,2011-11-27,TEN,TB,23,17,3,43.5
2011_12_CHI_OAK,2011,12,REG,2011-11-27,OAK,CHI,25,20,3,40.5
2011_12_WAS_SEA,2011,12,REG,2011-11-27,SEA,WAS,17,23,3,37
2011_12_NE_PHI,2011,12,REG,2011-11-27,PHI,NE,20,38,-3,50.5
2011_12_DEN_SD,2011,12,REG,2011-11-27,SD,DEN,13,16,4.5,42.5
2011_12_PIT_KC,2011,12,REG,2011-11-27,KC,PIT,9,13,-10.5,41.5
2011_12_NYG_NO,2011,12,REG,2011-11-28,NO,NYG,49,24,7,51
2011_13_PHI_SEA,2011,13,REG,2011-12-01,SEA,PHI,31,14,-3,43.5
2011_13_TEN_BUF,2011,13,REG,2011-12-04,BUF,TEN,17,23,1,43.5
2011_13_KC_CHI,2011,13,REG,2011-12-04,CHI,KC,3,10,9,35
2011_13_ATL_HOU,2011,13,REG,2011-12-04,HOU,ATL,17,10,-1,38.5
2011_13_OAK_MIA,2011,13,REG,2011-12-04,MIA,OAK,34,14,3.5,43
2011_13_DEN_MIN,2011,13,REG,2011-12-04,MIN,DEN,32,35,1,37.5
2011_13_IND_NE,2011,13,REG,2011-12-04,NE,IND,31,24,20.5,48.5
2011_13_CIN_PIT,2011,13,REG,2011-12-04,PIT,CIN,35,7,7,43.5
2011_13_CAR_TB,2011,13,REG,2011-12-04,TB,CAR,19,38,-1,45.5
2011_13_NYJ_WAS,2011,13,REG,2011-12-04,WAS,NYJ,19,34,-3,38.5
2011_13_BAL_CLE,2011,13,REG,2011-12-04,CLE,BAL,10,24,-7,38.5
2011_13_DAL_ARI,2011,13,REG,2011-12-04,ARI,DAL,19,13,-4,46.5
2011_13_GB_NYG,2011,13,REG,2011-12-04,NYG,GB,35,38,-7,53.5
2011_13_STL_SF,2011,13,REG,2011-12-04,SF,STL,26,0,14,38.5
2011_13_DET_NO,2011,13,REG,2011-12-04,NO,DET,31,17,9.5,55
2011_13_SD_JAX,2011,13,REG,2011-12-05,JAX,SD,14,38,-3,39.5
2011_14_CLE_PIT,2011,14,REG,2011-12-08,PIT,CLE,14,3,14,40
2011_14_IND_BAL,2011,14,REG,2011-12-11,BAL,IND,24,10,16.5,41.5
2011_14_ATL_CAR,2011,14,REG,2011-12-11,CAR,ATL,23,31,-3,48
2011_14_HOU_CIN,2011,14,REG,2011-12-11,CIN,HOU,19,20,2.5,37.5
2011_14_MIN_DET,2011,14,REG,2011-12-11,DET,MIN,34,28,10,48
2011_14_TB_JAX,2011,14,REG,2011-12-11,JAX,TB,41,14,-3,41.5
2011_14_PHI_MIA,2011,14,REG,2011-12-11,MIA,PHI,10,26,3,44.5
2011_14_KC_NYJ,2011,14,REG,2011-12-11,NYJ,KC,37,10,10.5,35.5
2011_14_NO_TEN,2011,14,REG,2011-12-11,TEN,NO,17,22,-3.5,47.5
2011_14_NE_WAS,2011,14,REG,2011-12-11,WAS,NE,27,34,-7.5,46.5
2011_14_SF_ARI,2011,14,REG,2011-12-11,ARI,SF,21,19,-3.5,39
2011_14_CHI_DEN,2011,14,REG,2011-12-11,DEN,CHI,13,10,3.5,35
2011_14_OAK_GB,2011,14,REG,2011-12-11,GB,OAK,46,16,11.5,49.5
2011_14_BUF_SD,2011,14,REG,2011-12-11,SD,BUF,37,10,7,49.5
2011_14_NYG_DAL,2011,14,REG,2011-12-11,DAL,NYG,34,37,4.5,48.5
2011_14_STL_SEA,2011,14,REG,2011-12-12,SEA,STL,30,13,9,38
2011_15_JAX_ATL,2011,15,REG,2011-12-15,ATL,JAX,41,14,14,41.5
2011_15_DAL_TB,2011,15,REG,2011-12-17,TB,DAL,15,31,-7,47
2011_15_MIA_BUF,2011,15,REG,2011-12-18,BUF,MIA,23,30,-1,42.5
2011_15_SEA_CHI,2011,15,REG,2011-12-18,CHI,SEA,14,38,3.5,34.5
2011_15_CAR_HOU,2011,15,REG,2011-12-18,HOU,CAR,13,28,4.5,45
2011_15_TEN_IND,2011,15,REG,2011-12-18,IND,TEN,27,13,-6.5,41.5
2011_15_GB_KC,2011,15,REG,2011-12-18,KC,GB,19,14,-11,46
2011_15_NO_MIN,2011,15,REG,2011-12-18,MIN,NO,20,42,-7,53.5
2011_15_WAS_NYG,2011,15,REG,2011-12-18,NYG,WAS,10,23,5.5,45
2011_15_CIN_STL,2011,15,REG,2011-12-18,STL,CIN,13,20,-7,38.5
2011_15_DET_OAK,2011,15,REG,2011-12-18,OAK,DET,27,28,-1,47.5
2011_15_CLE_ARI,2011,15,REG,2011-12-18,ARI,CLE,20,17,6,37
2011_15_NE_DEN,2011,15,REG,2011-12-18,DEN,NE,23,41,-7,47.5
2011_15_NYJ_PHI,2011,15,REG,2011-12-18,PHI,NYJ,45,19,3,44
2011_15_BAL_SD,2011,15,REG,2011-12-18,SD,BAL,34,14,-1,44.5
2011_15_PIT_SF,2011,15,REG,2011-12-19,SF,PIT,20,3,3,37
2011_16_HOU_IND,2011,16,REG,2011-12-22,IND,HOU,19,16,-7,40.5
2011_16_CLE_BAL,2011,16,REG,2011-12-24,BAL,CLE,20,14,10.5,38
2011_16_DEN_BUF,2011,16,REG,2011-12-24,BUF,DEN,40,14,-3,43.5
2011_16_TB_CAR,2011,16,REG,2011-12-24,CAR,TB,48,16,9,48.5
2011_16_ARI_CIN,2011,16,REG,2011-12-24,CIN,ARI,23,16,3.5,41
2011_16_OAK_KC,2011,16,REG,2011-12-24,KC,OAK,13,16,3,43
2011_16_MIA_NE,2011,16,REG,2011-12-24,NE,MIA,27,24,7.5,49
2011_16_NYG_NYJ,2011,16,REG,2011-12-24,NYJ,NYG,14,29,1.5,45.5
2011_16_STL_PIT,2011,16,REG,2011-12-24,PIT,STL,27,0,10,33.5
2011_16_JAX_TEN,2011,16,REG,2011-12-24,TEN,JAX,23,17,8.5,38.5
2011_16_MIN_WAS,2011,16,REG,2011-12-24,WAS,MIN,26,33,6,43
2011_16_SD_DET,2011,16,REG,2011-12-24,DET,SD,38,10,-1,52.5
2011_16_PHI_DAL,2011,16,REG,2011-12-24,DAL,PHI,7,20,-1.5,49.5
2011_16_SF_SEA,2011,16,REG,2011-12-24,SEA,SF,17,19,-1.5,36.5
2011_16_CHI_GB,2011,16,REG,2011-12-25,GB,CHI,35,21,13,41.5
2011_16_ATL_NO,2011,16,REG,2011-12-26,NO,ATL,45,16,7,53
2011_17_DET_GB,2011,17,REG,2012-01-01,GB,DET,45,41,-6.5,41.5
2011_17_TEN_HOU,2011,17,REG,2012-01-01,HOU,TEN,22,23,-1,38.5
2011_17_IND_JAX,2011,17,REG,2012-01-01,JAX,IND,19,13,3,36.5
2011_17_NYJ_MIA,2011,17,REG,2012-01-01,MIA,NYJ,19,17,1.5,38
2011_17_CHI_MIN,2011,17,REG,2012-01-01,MIN,CHI,13,17,1.5,41.5
2011_17_BUF_NE,2011,17,REG,2012-01-01,NE,BUF,49,21,10,49.5
2011_17_CAR_NO,2011,17,REG,2012-01-01,NO,CAR,45,17,7,54.5
2011_17_WAS_PHI,2011,17,REG,2012-01-01,PHI,WAS,34,10,7,44
2011_17_SF_STL,2011,17,REG,2012-01-01,STL,SF,27,34,-12.5,35.5
2011_17_SEA_ARI,2011,17,REG,2012-01-01,ARI,SEA,23,20,2.5,40.5
2011_17_TB_ATL,2011,17,REG,2012-01-01,ATL,TB,45,24,10,45.5
2011_17_BAL_CIN,2011,17,REG,2012-01-01,CIN,BAL,16,24,-2.5,37.5
2011_17_PIT_CLE,2011,17,REG,2012-01-01,CLE,PIT,9,13,-7,33
2011_17_KC_DEN,2011,17,REG,2012-01-01,DEN,KC,3,7,1,37
2011_17_SD_OAK,2011,17,REG,2012-01-01,OAK,SD,26,38,2.5,50.5
2011_17_DAL_NYG,2011,17,REG,2012-01-01,NYG,DAL,31,14,3,48
2011_18_CIN_HOU,2011,18,WC,2012-01-07,HOU,CIN,31,10,4,38
2011_18_DET_NO,2011,18,WC,2012-01-07,NO,DET,45,28,10.5,59.5
2011_18_ATL_NYG,2011,18,WC,2012-01-08,NYG,ATL,24,2,3,47.5
2011_18_PIT_DEN,2011,18,WC,2012-01-08,DEN,PIT,29,23,-7.5,34
2011_19_NO_SF,2011,19,DIV,2012-01-14,SF,NO,36,32,-3.5,46.5
2011_19_DEN_NE,2011,19,DIV,2012-01-14,NE,DEN,45,10,14,50
2011_19_HOU_BAL,2011,19,DIV,2012-01-15,BAL,HOU,20,13,7.5,37
2011_19_NYG_GB,2011,19,DIV,2012-01-15,GB,NYG,20,37,8.5,54
2011_20_BAL_NE,2011,20,CON,2012-01-22,NE,BAL,23,20,7,49
2011_20_NYG_SF,2011,20,CON,2012-01-22,SF,NYG,17,20,2,40.5
2011_21_NYG_NE,2011,21,SB,2012-02-05,NE,NYG,17,21,3,53
2012_01_DAL_NYG,2012,1,REG,2012-09-05,NYG,DAL,17,24,3.5,45.5
2012_01_IND_CHI,2012,1,REG,2012-09-09,CHI,IND,41,21,10,41.5
2012_01_PHI_CLE,2012,1,REG,2012-09-09,CLE,PHI,16,17,-9,42
2012_01_STL_DET,2012,1,REG,2012-09-09,DET,STL,27,23,9,46
2012_01_MIA_HOU,2012,1,REG,2012-09-09,HOU,MIA,30,10,13,41.5
2012_01_ATL_KC,2012,1,REG,2012-09-09,KC,ATL,24,40,-1,43
2012_01_JAX_MIN,2012,1,REG,2012-09-09,MIN,JAX,26,23,3.5,38
2012_01_WAS_NO,2012,1,REG,2012-09-09,NO,WAS,32,40,9.5,50
2012_01_BUF_NYJ,2012,1,REG,2012-09-09,NYJ,BUF,48,28,3,39.5
2012_01_NE_TEN,2012,1,REG,2012-09-09,TEN,NE,13,34,-4.5,48
2012_01_SEA_ARI,2012,1,REG,2012-09-09,ARI,SEA,20,16,-1,40.5
2012_01_SF_GB,2012,1,REG,2012-09-09,GB,SF,22,30,6,46.5
2012_01_CAR_TB,2012,1,REG,2012-09-09,TB,CAR,16,10,-3,45.5
2012_01_PIT_DEN,2012,1,REG,2012-09-09,DEN,PIT,31,19,2.5,45.5
2012_01_CIN_BAL,2012,1,REG,2012-09-10,BAL,CIN,44,13,7,42.5
2012_01_SD_OAK,2012,1,REG,2012-09-10,OAK,SD,14,22,1,47.5
2012_02_CHI_GB,2012,2,REG,2012-09-13,GB,CHI,23,10,5,50.5
2012_02_KC_BUF,2012,2,REG,2012-09-16,BUF,KC,35,17,3,45
2012_02_NO_CAR,2012,2,REG,2012-09-16,CAR,NO,35,27,-3,53
2012_02_CLE_CIN,2012,2,REG,2012-09-16,CIN,CLE,34,27,7,39.5
2012_02_MIN_IND,2012,2,REG,2012-09-16,IND,MIN,23,20,-3,45.5
2012_02_HOU_JAX,2012,2,REG,2012-09-16,JAX,HOU,7,27,-6.5,40
2012_02_OAK_MIA,2012,2,REG,2012-09-16,MIA,OAK,35,13,-1,41
2012_02_ARI_NE,2012,2,REG,2012-09-16,NE,ARI,18,20,13,47
2012_02_TB_NYG,2012,2,REG,2012-09-16,NYG,TB,41,34,9,43.5
2012_02_BAL_PHI,2012,2,REG,2012-09-16,PHI,BAL,24,23,3,46.5
2012_02_DAL_SEA,2012,2,REG,2012-09-16,SEA,DAL,27,7,-3,43
2012_02_WAS_STL,2012,2,REG,2012-09-16,STL,WAS,31,28,-3.5,42.5
2012_02_NYJ_PIT,2012,2,REG,2012-09-16,PIT,NYJ,27,10,4.5,43
2012_02_TEN_SD,2012,2,REG,2012-09-16,SD,TEN,38,10,6.5,43.5
2012_02_DET_SF,2012,2,REG,2012-09-16,SF,DET,27,19,7,46
2012_02_DEN_ATL,2012,2,REG,2012-09-17,ATL,DEN,27,21,3,50
2012_03_NYG_CAR,2012,3,REG,2012-09-20,CAR,NYG,7,36,2.5,49
2012_03_STL_CHI,2012,3,REG,2012-09-23,CHI,STL,23,6,7,41.5
2012_03_BUF_CLE,2012,3,REG,2012-09-23,CLE,BUF,14,24,-2.5,45
2012_03_TB_DAL,2012,3,REG,2012-09-23,DAL,TB,16,10,7,45.5
2012_03_JAX_IND,2012,3,REG,2012-09-23,IND,JAX,17,22,3,41.5
2012_03_NYJ_MIA,2012,3,REG,2012-09-23,MIA,NYJ,20,23,-2.5,40.5
2012_03_SF_MIN,2012,3,REG,2012-09-23,MIN,SF,24,13,-6.5,42.5
2012_03_KC_NO,2012,3,REG,2012-09-23,NO,KC,24,27,9,51.5
2012_03_DET_TEN,2012,3,REG,2012-09-23,TEN,DET,44,41,-3.5,47
2012_03_CIN_WAS,2012,3,REG,2012-09-23,WAS,CIN,31,38,3,49.5
2012_03_PHI_ARI,2012,3,REG,2012-09-23,ARI,PHI,27,6,-3,42.5
2012_03_ATL_SD,2012,3,REG,2012-09-23,SD,ATL,3,27,3,47
2012_03_HOU_DEN,2012,3,REG,2012-09-23,DEN,HOU,25,31,-1,43.5
2012_03_PIT_OAK,2012,3,REG,2012-09-23,OAK,PIT,34,31,-3.5,45.5
2012_03_NE_BAL,2012,3,REG,2012-09-23,BAL,NE,31,30,2.5,48.5
2012_03_GB_SEA,2012,3,REG,2012-09-24,SEA,GB,14,12,-3,45.5
2012_04_CLE_BAL,2012,4,REG,2012-09-27,BAL,CLE,23,16,11.5,44
2012_04_CAR_ATL,2012,4,REG,2012-09-30,ATL,CAR,30,28,7,48
2012_04_NE_BUF,2012,4,REG,2012-09-30,BUF,NE,28,52,-3.5,48
2012_04_MIN_DET,2012,4,REG,2012-09-30,DET,MIN,13,20,3.5,48
2012_04_TEN_HOU,2012,4,REG,2012-09-30,HOU,TEN,38,14,13,44.5
2012_04_SD_KC,2012,4,REG,2012-09-30,KC,SD,20,37,-2.5,43
2012_04_SF_NYJ,2012,4,REG,2012-09-30,NYJ,SF,0,34,-3.5,40.5
2012_04_SEA_STL,2012,4,REG,2012-09-30,STL,SEA,19,13,-2,39.5
2012_04_MIA_ARI,2012,4,REG,2012-09-30,ARI,MIA,24,21,4,38.5
2012_04_OAK_DEN,2012,4,REG,2012-09-30,DEN,OAK,37,6,6.5,47
2012_04_CIN_JAX,2012,4,REG,2012-09-30,JAX,CIN,10,27,1,45.5
2012_04_NO_GB,2012,4,REG,2012-09-30,GB,NO,28,27,7.5,54
2012_04_WAS_TB,2012,4,REG,2012-09-30,TB,WAS,22,24,1.5,44.5
2012_04_NYG_PHI,2012,4,REG,2012-09-30,PHI,NYG,19,17,1.5,46
2012_04_CHI_DAL,2012,4,REG,2012-10-01,DAL,CHI,18,34,3,41
2012_05_ARI_STL,2012,5,REG,2012-10-04,STL,ARI,17,3,-1,37.5
2012_05_MIA_CIN,2012,5,REG,2012-10-07,CIN,MIA,13,17,3,45
2012_05_GB_IND,2012,5,REG,2012-10-07,IND,GB,30,27,-6.5,49.5
2012_05_BAL_KC,2012,5,REG,2012-10-07,KC,BAL,6,9,-6,46.5
2012_05_CLE_NYG,2012,5,REG,2012-10-07,NYG,CLE,41,27,7.5,44
2012_05_PHI_PIT,2012,5,REG,2012-10-07,PIT,PHI,16,14,4,44
2012_05_ATL_WAS,2012,5,REG,2012-10-07,WAS,ATL,17,24,-3,50.5
2012_05_SEA_CAR,2012,5,REG,2012-10-07,CAR,SEA,12,16,1,42.5
2012_05_CHI_JAX,2012,5,REG,2012-10-07,JAX,CHI,3,41,-6,38.5
2012_05_TEN_MIN,2012,5,REG,2012-10-07,MIN,TEN,30,7,6,44
2012_05_DEN_NE,2012,5,REG,2012-10-07,NE,DEN,31,21,6,50.5
2012_05_BUF_SF,2012,5,REG,2012-10-07,SF,BUF,45,3,10,45.5
2012_05_SD_NO,2012,5,REG,2012-10-07,NO,SD,31,24,3.5,53
2012_05_HOU_NYJ,2012,5,REG,2012-10-08,NYJ,HOU,17,23,-9.5,40.5
2012_06_PIT_TEN,2012,6,REG,2012-10-11,TEN,PIT,26,23,-5.5,42.5
2012_06_OAK_ATL,2012,6,REG,2012-10-14,ATL,OAK,23,20,10,49
2012_06_DAL_BAL,2012,6,REG,2012-10-14,BAL,DAL,31,29,3,45.5
2012_06_CIN_CLE,2012,6,REG,2012-10-14,CLE,CIN,34,24,-1,42
2012_06_STL_MIA,2012,6,REG,2012-10-14,MIA,STL,17,14,5.5,38
2012_06_IND_NYJ,2012,6,REG,2012-10-14,NYJ,IND,35,9,3.5,43.5
2012_06_DET_PHI,2012,6,REG,2012-10-14,PHI,DET,23,26,3.5,47.5
2012_06_KC_TB,2012,6,REG,2012-10-14,TB,KC,38,10,5,39.5
2012_06_BUF_ARI,2012,6,REG,2012-10-14,ARI,BUF,16,19,5,44
2012_06_NE_SEA,2012,6,REG,2012-10-14,SEA,NE,24,23,-3.5,42.5
2012_06_NYG_SF,2012,6,REG,2012-10-14,SF,NYG,3,26,7,46.5
2012_06_MIN_WAS,2012,6,REG,2012-10-14,WAS,MIN,38,26,-1.5,44
2012_06_GB_HOU,2012,6,REG,2012-10-14,HOU,GB,24,42,4,46.5
2012_06_DEN_SD,2012,6,REG,2012-10-15,SD,DEN,24,35,1,47.5
2012_07_SEA_SF,2012,7,REG,2012-10-18,SF,SEA,13,6,7.5,37.5
2012_07_TEN_BUF,2012,7,REG,2012-10-21,BUF,TEN,34,35,4,47
2012_07_DAL_CAR,2012,7,REG,2012-10-21,CAR,DAL,14,19,-2.5,45
2012_07_BAL_HOU,2012,7,REG,2012-10-21,HOU,BAL,43,13,6.5,47
2012_07_CLE_IND,2012,7,REG,2012-10-21,IND,CLE,17,13,1,46.5
2012_07_ARI_MIN,2012,7,REG,2012-10-21,MIN,ARI,21,14,7,38.5
2012_07_WAS_NYG,2012,7,REG,2012-10-21,NYG,WAS,27,23,6.5,51.5
2012_07_GB_STL,2012,7,REG,2012-10-21,STL,GB,20,30,-4,45
2012_07_NO_TB,2012,7,REG,2012-10-21,TB,NO,28,35,-1,49.5
2012_07_NYJ_NE,2012,7,REG,2012-10-21,NE,NYJ,29,26,11,47.5
2012_07_JAX_OAK,2012,7,REG,2012-10-21,OAK,JAX,26,23,6,44.5
2012_07_PIT_CIN,2012,7,REG,2012-10-21,CIN,PIT,17,24,-1,46.5
2012_07_DET_CHI,2012,7,REG,2012-10-22,CHI,DET,13,7,6.5,45.5
2012_08_TB_MIN,2012,8,REG,2012-10-25,MIN,TB,17,36,5,43
2012_08_CAR_CHI,2012,8,REG,2012-10-28,CHI,CAR,23,22,7,41.5
2012_08_SD_CLE,2012,8,REG,2012-10-28,CLE,SD,7,6,-2.5,40.5
2012_08_SEA_DET,2012,8,REG,2012-10-28,DET,SEA,28,24,3,42.5
2012_08_JAX_GB,2012,8,REG,2012-10-28,GB,JAX,24,15,15,45
2012_08_MIA_NYJ,2012,8,REG,2012-10-28,NYJ,MIA,9,30,1,38.5
2012_08_ATL_PHI,2012,8,REG,2012-10-28,PHI,ATL,17,30,1.5,43.5
2012_08_WAS_PIT,2012,8,REG,2012-10-28,PIT,WAS,27,12,4.5,44.5
2012_08_NE_STL,2012,8,REG,2012-10-28,STL,NE,7,45,-7.5,46
2012_08_IND_TEN,2012,8,REG,2012-10-28,TEN,IND,13,19,3.5,46.5
2012_08_OAK_KC,2012,8,REG,2012-10-28,KC,OAK,16,26,1,41.5
2012_08_NYG_DAL,2012,8,REG,2012-10-28,DAL,NYG,24,29,-1.5,47.5
2012_08_NO_DEN,2012,8,REG,2012-10-28,DEN,NO,34,14,6,55
2012_08_SF_ARI,2012,8,REG,2012-10-29,ARI,SF,3,24,-7,37.5
2012_09_KC_SD,2012,9,REG,2012-11-01,SD,KC,31,13,7.5,41
2012_09_DEN_CIN,2012,9,REG,2012-11-04,CIN,DEN,23,31,-5,47.5
2012_09_BAL_CLE,2012,9,REG,2012-11-04,CLE,BAL,15,25,-3.5,44
2012_09_ARI_GB,2012,9,REG,2012-11-04,GB,ARI,31,17,10.5,43
2012_09_BUF_HOU,2012,9,REG,2012-11-04,HOU,BUF,21,9,11,47.5
2012_09_MIA_IND,2012,9,REG,2012-11-04,IND,MIA,23,20,-2.5,44
2012_09_DET_JAX,2012,9,REG,2012-11-04,JAX,DET,14,31,-6,44
2012_09_CHI_TEN,2012,9,REG,2012-11-04,TEN,CHI,20,51,-4.5,44
2012_09_CAR_WAS,2012,9,REG,2012-11-04,WAS,CAR,13,21,3,48
2012_09_TB_OAK,2012,9,REG,2012-11-04,OAK,TB,32,42,1,47
2012_09_MIN_SEA,2012,9,REG,2012-11-04,SEA,MIN,30,20,4.5,38
2012_09_PIT_NYG,2012,9,REG,2012-11-04,NYG,PIT,20,24,3.5,48
2012_09_DAL_ATL,2012,9,REG,2012-11-04,ATL,DAL,19,13,4,47
2012_09_PHI_NO,2012,9,REG,2012-11-05,NO,PHI,28,13,2.5,52
2012_10_IND_JAX,2012,10,REG,2012-11-08,JAX,IND,10,27,-3,43.5
2012_10_OAK_BAL,2012,10,REG,2012-11-11,BAL,OAK,55,20,9.5,48
2012_10_DEN_CAR,2012,10,REG,2012-11-11,CAR,DEN,14,36,-3.5,46.5
2012_10_NYG_CIN,2012,10,REG,2012-11-11,CIN,NYG,31,13,-3.5,47
2012_10_TEN_MIA,2012,10,REG,2012-11-11,MIA,TEN,3,37,6.5,44
2012_10_DET_MIN,2012,10,REG,2012-11-11,MIN,DET,34,24,-3,46
2012_10_BUF_NE,2012,10,REG,2012-11-11,NE,BUF,37,31,13.5,54
2012_10_ATL_NO,2012,10,REG,2012-11-11,NO,ATL,31,27,-1,54
2012_10_SD_TB,2012,10,REG,2012-11-11,TB,SD,34,24,3,46.5
2012_10_NYJ_SEA,2012,10,REG,2012-11-11,SEA,NYJ,28,7,5,38
2012_10_DAL_PHI,2012,10,REG,2012-11-11,PHI,DAL,23,38,-1,44
2012_10_STL_SF,2012,10,REG,2012-11-11,SF,STL,24,24,13.5,38
2012_10_HOU_CHI,2012,10,REG,2012-11-11,CHI,HOU,6,13,1,37
2012_10_KC_PIT,2012,10,REG,2012-11-12,PIT,KC,16,13,12.5,39.5
2012_11_MIA_BUF,2012,11,REG,2012-11-15,BUF,MIA,19,14,1,46
2012_11_ARI_ATL,2012,11,REG,2012-11-18,ATL,ARI,23,19,9.5,43
2012_11_TB_CAR,2012,11,REG,2012-11-18,CAR,TB,21,27,-1,46
2012_11_CLE_DAL,2012,11,REG,2012-11-18,DAL,CLE,23,20,7,43.5
2012_11_GB_DET,2012,11,REG,2012-11-18,DET,GB,20,24,-3,53.5
2012_11_JAX_HOU,2012,11,REG,2012-11-18,HOU,JAX,43,37,15,40.5
2012_11_CIN_KC,2012,11,REG,2012-11-18,KC,CIN,6,28,-3,41
2012_11_NYJ_STL,2012,11,REG,2012-11-18,STL,NYJ,13,27,3.5,38
2012_11_PHI_WAS,2012,11,REG,2012-11-18,WAS,PHI,31,6,3.5,46
2012_11_NO_OAK,2012,11,REG,2012-11-18,OAK,NO,17,38,-6,56.5
2012_11_SD_DEN,2012,11,REG,2012-11-18,DEN,SD,30,23,7.5,47.5
2012_11_IND_NE,2012,11,REG,2012-11-18,NE,IND,59,24,10,54.5
2012_11_BAL_PIT,2012,11,REG,2012-11-18,PIT,BAL,10,13,-3,41
2012_11_CHI_SF,2012,11,REG,2012-11-19,SF,CHI,32,7,3.5,34
2012_12_HOU_DET,2012,12,REG,2012-11-22,DET,HOU,31,34,-3.5,48.5
2012_12_WAS_DAL,2012,12,REG,2012-11-22,DAL,WAS,31,38,3.5,47
2012_12_NE_NYJ,2012,12,REG,2012-11-22,NYJ,NE,19,49,-7,48
2012_12_MIN_CHI,2012,12,REG,2012-11-25,CHI,MIN,28,10,6.5,38.5
2012_12_OAK_CIN,2012,12,REG,2012-11-25,CIN,OAK,34,10,9.5,50.5
2012_12_PIT_CLE,2012,12,REG,2012-11-25,CLE,PIT,20,14,-1,33
2012_12_BUF_IND,2012,12,REG,2012-11-25,IND,BUF,20,13,2,51
2012_12_TEN_JAX,2012,12,REG,2012-11-25,JAX,TEN,24,19,-3.5,45
2012_12_DEN_KC,2012,12,REG,2012-11-25,KC,DEN,9,17,-10,41.5
2012_12_SEA_MIA,2012,12,REG,2012-11-25,MIA,SEA,24,21,-3,37.5
2012_12_ATL_TB,2012,12,REG,2012-11-25,TB,ATL,23,24,-1,50.5
2012_12_BAL_SD,2012,12,REG,2012-11-25,SD,BAL,13,16,-1,46.5
2012_12_STL_ARI,2012,12,REG,2012-11-25,ARI,STL,17,31,1,36
2012_12_SF_NO,2012,12,REG,2012-11-25,NO,SF,21,31,-1,50
2012_12_GB_NYG,2012,12,REG,2012-11-25,NYG,GB,38,10,1,50
2012_12_CAR_PHI,2012,12,REG,2012-11-26,PHI,CAR,22,30,-3,41.5
2012_13_NO_ATL,2012,13,REG,2012-11-29,ATL,NO,23,13,3.5,54.5
2012_13_JAX_BUF,2012,13,REG,2012-12-02,BUF,JAX,34,18,6,41
2012_13_SEA_CHI,2012,13,REG,2012-12-02,CHI,SEA,17,23,3,36.5
2012_13_IND_DET,2012,13,REG,2012-12-02,DET,IND,33,35,7,51.5
2012_13_MIN_GB,2012,13,REG,2012-12-02,GB,MIN,23,14,7,47
2012_13_CAR_KC,2012,13,REG,2012-12-02,KC,CAR,27,21,-5,41
2012_13_NE_MIA,2012,13,REG,2012-12-02,MIA,NE,16,23,-7,51
2012_13_ARI_NYJ,2012,13,REG,2012-12-02,NYJ,ARI,7,6,6,37
2012_13_SF_STL,2012,13,REG,2012-12-02,STL,SF,16,13,-7,40.5
2012_13_HOU_TEN,2012,13,REG,2012-12-02,TEN,HOU,10,24,-7,47.5
2012_13_TB_DEN,2012,13,REG,2012-12-02,DEN,TB,31,23,9.5,50
